vector_weight,bm25_weight,vector_k,bm25_k,top_k,min_confidence,Recall@1,Recall@3,Recall@5,MRR
0.5,0.5,20,20,5,0.1,0.72,0.76,0.84,0.758
0.5,0.5,20,20,5,0.15,0.72,0.76,0.84,0.758
0.5,0.5,20,20,5,0.2,0.72,0.76,0.84,0.758
0.5,0.5,20,20,5,0.25,0.72,0.76,0.84,0.758
0.5,0.5,20,20,7,0.1,0.72,0.76,0.84,0.758
0.5,0.5,20,20,7,0.15,0.72,0.76,0.84,0.758
0.5,0.5,20,20,7,0.2,0.72,0.76,0.84,0.758
0.5,0.5,20,20,7,0.25,0.72,0.76,0.84,0.758
0.5,0.5,20,20,10,0.1,0.72,0.76,0.84,0.758
0.5,0.5,20,20,10,0.15,0.72,0.76,0.84,0.758
0.5,0.5,20,20,10,0.2,0.72,0.76,0.84,0.758
0.5,0.5,20,20,10,0.25,0.72,0.76,0.84,0.758
0.5,0.5,20,30,5,0.1,0.72,0.76,0.84,0.758
0.5,0.5,20,30,5,0.15,0.72,0.76,0.84,0.758
0.5,0.5,20,30,5,0.2,0.72,0.76,0.84,0.758
0.5,0.5,20,30,5,0.25,0.72,0.76,0.84,0.758
0.5,0.5,20,30,7,0.1,0.72,0.76,0.84,0.758
0.5,0.5,20,30,7,0.15,0.72,0.76,0.84,0.758
0.5,0.5,20,30,7,0.2,0.72,0.76,0.84,0.758
0.5,0.5,20,30,7,0.25,0.72,0.76,0.84,0.758
0.5,0.5,20,30,10,0.1,0.72,0.76,0.84,0.758
0.5,0.5,20,30,10,0.15,0.72,0.76,0.84,0.758
0.5,0.5,20,30,10,0.2,0.72,0.76,0.84,0.758
0.5,0.5,20,30,10,0.25,0.72,0.76,0.84,0.758
0.5,0.5,20,40,5,0.1,0.72,0.76,0.84,0.758
0.5,0.5,20,40,5,0.15,0.72,0.76,0.84,0.758
0.5,0.5,20,40,5,0.2,0.72,0.76,0.84,0.758
0.5,0.5,20,40,5,0.25,0.72,0.76,0.84,0.758
0.5,0.5,20,40,7,0.1,0.72,0.76,0.84,0.758
0.5,0.5,20,40,7,0.15,0.72,0.76,0.84,0.758
0.5,0.5,20,40,7,0.2,0.72,0.76,0.84,0.758
0.5,0.5,20,40,7,0.25,0.72,0.76,0.84,0.758
0.5,0.5,20,40,10,0.1,0.72,0.76,0.84,0.758
0.5,0.5,20,40,10,0.15,0.72,0.76,0.84,0.758
0.5,0.5,20,40,10,0.2,0.72,0.76,0.84,0.758
0.5,0.5,20,40,10,0.25,0.72,0.76,0.84,0.758
0.5,0.5,20,50,5,0.1,0.72,0.76,0.84,0.758
0.5,0.5,20,50,5,0.15,0.72,0.76,0.84,0.758
0.5,0.5,20,50,5,0.2,0.72,0.76,0.84,0.758
0.5,0.5,20,50,5,0.25,0.72,0.76,0.84,0.758
0.5,0.5,20,50,7,0.1,0.72,0.76,0.84,0.758
0.5,0.5,20,50,7,0.15,0.72,0.76,0.84,0.758
0.5,0.5,20,50,7,0.2,0.72,0.76,0.84,0.758
0.5,0.5,20,50,7,0.25,0.72,0.76,0.84,0.758
0.5,0.5,20,50,10,0.1,0.72,0.76,0.84,0.758
0.5,0.5,20,50,10,0.15,0.72,0.76,0.84,0.758
0.5,0.5,20,50,10,0.2,0.72,0.76,0.84,0.758
0.5,0.5,20,50,10,0.25,0.72,0.76,0.84,0.758
0.5,0.5,30,20,5,0.1,0.72,0.76,0.84,0.758
0.5,0.5,30,20,5,0.15,0.72,0.76,0.84,0.758
0.5,0.5,30,20,5,0.2,0.72,0.76,0.84,0.758
0.5,0.5,30,20,5,0.25,0.72,0.76,0.84,0.758
0.5,0.5,30,20,7,0.1,0.72,0.76,0.84,0.758
0.5,0.5,30,20,7,0.15,0.72,0.76,0.84,0.758
0.5,0.5,30,20,7,0.2,0.72,0.76,0.84,0.758
0.5,0.5,30,20,7,0.25,0.72,0.76,0.84,0.758
0.5,0.5,30,20,10,0.1,0.72,0.76,0.84,0.758
0.5,0.5,30,20,10,0.15,0.72,0.76,0.84,0.758
0.5,0.5,30,20,10,0.2,0.72,0.76,0.84,0.758
0.5,0.5,30,20,10,0.25,0.72,0.76,0.84,0.758
0.5,0.5,30,30,5,0.1,0.72,0.76,0.84,0.758
0.5,0.5,30,30,5,0.15,0.72,0.76,0.84,0.758
0.5,0.5,30,30,5,0.2,0.72,0.76,0.84,0.758
0.5,0.5,30,30,5,0.25,0.72,0.76,0.84,0.758
0.5,0.5,30,30,7,0.1,0.72,0.76,0.84,0.758
0.5,0.5,30,30,7,0.15,0.72,0.76,0.84,0.758
0.5,0.5,30,30,7,0.2,0.72,0.76,0.84,0.758
0.5,0.5,30,30,7,0.25,0.72,0.76,0.84,0.758
0.5,0.5,30,30,10,0.1,0.72,0.76,0.84,0.758
0.5,0.5,30,30,10,0.15,0.72,0.76,0.84,0.758
0.5,0.5,30,30,10,0.2,0.72,0.76,0.84,0.758
0.5,0.5,30,30,10,0.25,0.72,0.76,0.84,0.758
0.5,0.5,30,40,5,0.1,0.72,0.76,0.84,0.758
0.5,0.5,30,40,5,0.15,0.72,0.76,0.84,0.758
0.5,0.5,30,40,5,0.2,0.72,0.76,0.84,0.758
0.5,0.5,30,40,5,0.25,0.72,0.76,0.84,0.758
0.5,0.5,30,40,7,0.1,0.72,0.76,0.84,0.758
0.5,0.5,30,40,7,0.15,0.72,0.76,0.84,0.758
0.5,0.5,30,40,7,0.2,0.72,0.76,0.84,0.758
0.5,0.5,30,40,7,0.25,0.72,0.76,0.84,0.758
0.5,0.5,30,40,10,0.1,0.72,0.76,0.84,0.758
0.5,0.5,30,40,10,0.15,0.72,0.76,0.84,0.758
0.5,0.5,30,40,10,0.2,0.72,0.76,0.84,0.758
0.5,0.5,30,40,10,0.25,0.72,0.76,0.84,0.758
0.5,0.5,30,50,5,0.1,0.72,0.76,0.84,0.758
0.5,0.5,30,50,5,0.15,0.72,0.76,0.84,0.758
0.5,0.5,30,50,5,0.2,0.72,0.76,0.84,0.758
0.5,0.5,30,50,5,0.25,0.72,0.76,0.84,0.758
0.5,0.5,30,50,7,0.1,0.72,0.76,0.84,0.758
0.5,0.5,30,50,7,0.15,0.72,0.76,0.84,0.758
0.5,0.5,30,50,7,0.2,0.72,0.76,0.84,0.758
0.5,0.5,30,50,7,0.25,0.72,0.76,0.84,0.758
0.5,0.5,30,50,10,0.1,0.72,0.76,0.84,0.758
0.5,0.5,30,50,10,0.15,0.72,0.76,0.84,0.758
0.5,0.5,30,50,10,0.2,0.72,0.76,0.84,0.758
0.5,0.5,30,50,10,0.25,0.72,0.76,0.84,0.758
0.5,0.5,40,30,5,0.1,0.72,0.76,0.84,0.758
0.5,0.5,40,30,5,0.15,0.72,0.76,0.84,0.758
0.5,0.5,40,30,5,0.2,0.72,0.76,0.84,0.758
0.5,0.5,40,30,5,0.25,0.72,0.76,0.84,0.758
0.5,0.5,40,30,7,0.1,0.72,0.76,0.84,0.758
0.5,0.5,40,30,7,0.15,0.72,0.76,0.84,0.758
0.5,0.5,40,30,7,0.2,0.72,0.76,0.84,0.758
0.5,0.5,40,30,7,0.25,0.72,0.76,0.84,0.758
0.5,0.5,40,30,10,0.1,0.72,0.76,0.84,0.758
0.5,0.5,40,30,10,0.15,0.72,0.76,0.84,0.758
0.5,0.5,40,30,10,0.2,0.72,0.76,0.84,0.758
0.5,0.5,40,30,10,0.25,0.72,0.76,0.84,0.758
0.5,0.5,40,40,5,0.1,0.72,0.76,0.84,0.758
0.5,0.5,40,40,5,0.15,0.72,0.76,0.84,0.758
0.5,0.5,40,40,5,0.2,0.72,0.76,0.84,0.758
0.5,0.5,40,40,5,0.25,0.72,0.76,0.84,0.758
0.5,0.5,40,40,7,0.1,0.72,0.76,0.84,0.758
0.5,0.5,40,40,7,0.15,0.72,0.76,0.84,0.758
0.5,0.5,40,40,7,0.2,0.72,0.76,0.84,0.758
0.5,0.5,40,40,7,0.25,0.72,0.76,0.84,0.758
0.5,0.5,40,40,10,0.1,0.72,0.76,0.84,0.758
0.5,0.5,40,40,10,0.15,0.72,0.76,0.84,0.758
0.5,0.5,40,40,10,0.2,0.72,0.76,0.84,0.758
0.5,0.5,40,40,10,0.25,0.72,0.76,0.84,0.758
0.5,0.5,40,50,5,0.1,0.72,0.76,0.84,0.758
0.5,0.5,40,50,5,0.15,0.72,0.76,0.84,0.758
0.5,0.5,40,50,5,0.2,0.72,0.76,0.84,0.758
0.5,0.5,40,50,5,0.25,0.72,0.76,0.84,0.758
0.5,0.5,40,50,7,0.1,0.72,0.76,0.84,0.758
0.5,0.5,40,50,7,0.15,0.72,0.76,0.84,0.758
0.5,0.5,40,50,7,0.2,0.72,0.76,0.84,0.758
0.5,0.5,40,50,7,0.25,0.72,0.76,0.84,0.758
0.5,0.5,40,50,10,0.1,0.72,0.76,0.84,0.758
0.5,0.5,40,50,10,0.15,0.72,0.76,0.84,0.758
0.5,0.5,40,50,10,0.2,0.72,0.76,0.84,0.758
0.5,0.5,40,50,10,0.25,0.72,0.76,0.84,0.758
0.5,0.5,50,30,5,0.1,0.72,0.76,0.84,0.758
0.5,0.5,50,30,5,0.15,0.72,0.76,0.84,0.758
0.5,0.5,50,30,5,0.2,0.72,0.76,0.84,0.758
0.5,0.5,50,30,5,0.25,0.72,0.76,0.84,0.758
0.5,0.5,50,30,7,0.1,0.72,0.76,0.84,0.758
0.5,0.5,50,30,7,0.15,0.72,0.76,0.84,0.758
0.5,0.5,50,30,7,0.2,0.72,0.76,0.84,0.758
0.5,0.5,50,30,7,0.25,0.72,0.76,0.84,0.758
0.5,0.5,50,30,10,0.1,0.72,0.76,0.84,0.758
0.5,0.5,50,30,10,0.15,0.72,0.76,0.84,0.758
0.5,0.5,50,30,10,0.2,0.72,0.76,0.84,0.758
0.5,0.5,50,30,10,0.25,0.72,0.76,0.84,0.758
0.5,0.5,50,40,5,0.1,0.72,0.76,0.84,0.758
0.5,0.5,50,40,5,0.15,0.72,0.76,0.84,0.758
0.5,0.5,50,40,5,0.2,0.72,0.76,0.84,0.758
0.5,0.5,50,40,5,0.25,0.72,0.76,0.84,0.758
0.5,0.5,50,40,7,0.1,0.72,0.76,0.84,0.758
0.5,0.5,50,40,7,0.15,0.72,0.76,0.84,0.758
0.5,0.5,50,40,7,0.2,0.72,0.76,0.84,0.758
0.5,0.5,50,40,7,0.25,0.72,0.76,0.84,0.758
0.5,0.5,50,40,10,0.1,0.72,0.76,0.84,0.758
0.5,0.5,50,40,10,0.15,0.72,0.76,0.84,0.758
0.5,0.5,50,40,10,0.2,0.72,0.76,0.84,0.758
0.5,0.5,50,40,10,0.25,0.72,0.76,0.84,0.758
0.5,0.5,50,50,5,0.1,0.72,0.76,0.84,0.758
0.5,0.5,50,50,5,0.15,0.72,0.76,0.84,0.758
0.5,0.5,50,50,5,0.2,0.72,0.76,0.84,0.758
0.5,0.5,50,50,5,0.25,0.72,0.76,0.84,0.758
0.5,0.5,50,50,7,0.1,0.72,0.76,0.84,0.758
0.5,0.5,50,50,7,0.15,0.72,0.76,0.84,0.758
0.5,0.5,50,50,7,0.2,0.72,0.76,0.84,0.758
0.5,0.5,50,50,7,0.25,0.72,0.76,0.84,0.758
0.5,0.5,50,50,10,0.1,0.72,0.76,0.84,0.758
0.5,0.5,50,50,10,0.15,0.72,0.76,0.84,0.758
0.5,0.5,50,50,10,0.2,0.72,0.76,0.84,0.758
0.5,0.5,50,50,10,0.25,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,20,20,5,0.1,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,20,20,5,0.15,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,20,20,5,0.2,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,20,20,5,0.25,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,20,20,7,0.1,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,20,20,7,0.15,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,20,20,7,0.2,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,20,20,7,0.25,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,20,20,10,0.1,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,20,20,10,0.15,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,20,20,10,0.2,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,20,20,10,0.25,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,20,30,5,0.1,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,20,30,5,0.15,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,20,30,5,0.2,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,20,30,5,0.25,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,20,30,7,0.1,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,20,30,7,0.15,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,20,30,7,0.2,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,20,30,7,0.25,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,20,30,10,0.1,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,20,30,10,0.15,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,20,30,10,0.2,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,20,30,10,0.25,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,20,40,5,0.1,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,20,40,5,0.15,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,20,40,5,0.2,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,20,40,5,0.25,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,20,40,7,0.1,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,20,40,7,0.15,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,20,40,7,0.2,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,20,40,7,0.25,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,20,40,10,0.1,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,20,40,10,0.15,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,20,40,10,0.2,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,20,40,10,0.25,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,20,50,5,0.1,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,20,50,5,0.15,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,20,50,5,0.2,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,20,50,5,0.25,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,20,50,7,0.1,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,20,50,7,0.15,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,20,50,7,0.2,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,20,50,7,0.25,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,20,50,10,0.1,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,20,50,10,0.15,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,20,50,10,0.2,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,20,50,10,0.25,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,30,20,5,0.1,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,30,20,5,0.15,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,30,20,5,0.2,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,30,20,5,0.25,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,30,20,7,0.1,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,30,20,7,0.15,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,30,20,7,0.2,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,30,20,7,0.25,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,30,20,10,0.1,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,30,20,10,0.15,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,30,20,10,0.2,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,30,20,10,0.25,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,30,30,5,0.1,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,30,30,5,0.15,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,30,30,5,0.2,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,30,30,5,0.25,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,30,30,7,0.1,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,30,30,7,0.15,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,30,30,7,0.2,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,30,30,7,0.25,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,30,30,10,0.1,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,30,30,10,0.15,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,30,30,10,0.2,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,30,30,10,0.25,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,30,40,5,0.1,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,30,40,5,0.15,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,30,40,5,0.2,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,30,40,5,0.25,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,30,40,7,0.1,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,30,40,7,0.15,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,30,40,7,0.2,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,30,40,7,0.25,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,30,40,10,0.1,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,30,40,10,0.15,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,30,40,10,0.2,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,30,40,10,0.25,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,30,50,5,0.1,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,30,50,5,0.15,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,30,50,5,0.2,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,30,50,5,0.25,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,30,50,7,0.1,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,30,50,7,0.15,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,30,50,7,0.2,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,30,50,7,0.25,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,30,50,10,0.1,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,30,50,10,0.15,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,30,50,10,0.2,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,30,50,10,0.25,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,40,30,5,0.1,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,40,30,5,0.15,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,40,30,5,0.2,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,40,30,5,0.25,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,40,30,7,0.1,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,40,30,7,0.15,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,40,30,7,0.2,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,40,30,7,0.25,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,40,30,10,0.1,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,40,30,10,0.15,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,40,30,10,0.2,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,40,30,10,0.25,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,40,40,5,0.1,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,40,40,5,0.15,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,40,40,5,0.2,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,40,40,5,0.25,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,40,40,7,0.1,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,40,40,7,0.15,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,40,40,7,0.2,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,40,40,7,0.25,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,40,40,10,0.1,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,40,40,10,0.15,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,40,40,10,0.2,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,40,40,10,0.25,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,40,50,5,0.1,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,40,50,5,0.15,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,40,50,5,0.2,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,40,50,5,0.25,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,40,50,7,0.1,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,40,50,7,0.15,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,40,50,7,0.2,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,40,50,7,0.25,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,40,50,10,0.1,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,40,50,10,0.15,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,40,50,10,0.2,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,40,50,10,0.25,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,50,30,5,0.1,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,50,30,5,0.15,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,50,30,5,0.2,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,50,30,5,0.25,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,50,30,7,0.1,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,50,30,7,0.15,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,50,30,7,0.2,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,50,30,7,0.25,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,50,30,10,0.1,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,50,30,10,0.15,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,50,30,10,0.2,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,50,30,10,0.25,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,50,40,5,0.1,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,50,40,5,0.15,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,50,40,5,0.2,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,50,40,5,0.25,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,50,40,7,0.1,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,50,40,7,0.15,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,50,40,7,0.2,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,50,40,7,0.25,0.72,0.76,0.84,0.758
0.55,0.44999999999999996,50,40,10,0.1,0.72,0.76,0.84,0.758
