vector_weight,bm25_weight,vector_k,bm25_k,top_k,min_confidence,Recall@1,Recall@3,Recall@5,MRR
0.7,0.30000000000000004,20,30,5,0.25,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,20,30,7,0.1,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,20,30,7,0.15,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,20,30,7,0.2,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,20,30,7,0.25,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,20,30,10,0.1,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,20,30,10,0.15,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,20,30,10,0.2,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,20,30,10,0.25,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,20,40,5,0.1,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,20,40,5,0.15,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,20,40,5,0.2,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,20,40,5,0.25,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,20,40,7,0.1,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,20,40,7,0.15,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,20,40,7,0.2,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,20,40,7,0.25,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,20,40,10,0.1,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,20,40,10,0.15,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,20,40,10,0.2,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,20,40,10,0.25,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,20,50,5,0.1,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,20,50,5,0.15,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,20,50,5,0.2,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,20,50,5,0.25,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,20,50,7,0.1,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,20,50,7,0.15,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,20,50,7,0.2,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,20,50,7,0.25,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,20,50,10,0.1,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,20,50,10,0.15,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,20,50,10,0.2,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,20,50,10,0.25,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,30,20,5,0.1,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,30,20,5,0.15,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,30,20,5,0.2,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,30,20,5,0.25,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,30,20,7,0.1,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,30,20,7,0.15,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,30,20,7,0.2,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,30,20,7,0.25,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,30,20,10,0.1,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,30,20,10,0.15,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,30,20,10,0.2,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,30,20,10,0.25,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,30,30,5,0.1,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,30,30,5,0.15,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,30,30,5,0.2,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,30,30,5,0.25,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,30,30,7,0.1,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,30,30,7,0.15,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,30,30,7,0.2,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,30,30,7,0.25,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,30,30,10,0.1,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,30,30,10,0.15,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,30,30,10,0.2,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,30,30,10,0.25,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,30,40,5,0.1,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,30,40,5,0.15,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,30,40,5,0.2,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,30,40,5,0.25,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,30,40,7,0.1,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,30,40,7,0.15,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,30,40,7,0.2,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,30,40,7,0.25,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,30,40,10,0.1,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,30,40,10,0.15,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,30,40,10,0.2,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,30,40,10,0.25,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,30,50,5,0.1,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,30,50,5,0.15,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,30,50,5,0.2,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,30,50,5,0.25,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,30,50,7,0.1,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,30,50,7,0.15,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,30,50,7,0.2,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,30,50,7,0.25,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,30,50,10,0.1,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,30,50,10,0.15,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,30,50,10,0.2,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,30,50,10,0.25,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,40,30,5,0.1,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,40,30,5,0.15,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,40,30,5,0.2,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,40,30,5,0.25,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,40,30,7,0.1,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,40,30,7,0.15,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,40,30,7,0.2,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,40,30,7,0.25,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,40,30,10,0.1,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,40,30,10,0.15,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,40,30,10,0.2,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,40,30,10,0.25,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,40,40,5,0.1,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,40,40,5,0.15,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,40,40,5,0.2,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,40,40,5,0.25,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,40,40,7,0.1,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,40,40,7,0.15,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,40,40,7,0.2,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,40,40,7,0.25,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,40,40,10,0.1,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,40,40,10,0.15,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,40,40,10,0.2,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,40,40,10,0.25,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,40,50,5,0.1,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,40,50,5,0.15,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,40,50,5,0.2,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,40,50,5,0.25,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,40,50,7,0.1,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,40,50,7,0.15,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,40,50,7,0.2,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,40,50,7,0.25,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,40,50,10,0.1,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,40,50,10,0.15,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,40,50,10,0.2,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,40,50,10,0.25,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,50,30,5,0.1,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,50,30,5,0.15,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,50,30,5,0.2,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,50,30,5,0.25,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,50,30,7,0.1,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,50,30,7,0.15,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,50,30,7,0.2,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,50,30,7,0.25,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,50,30,10,0.1,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,50,30,10,0.15,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,50,30,10,0.2,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,50,30,10,0.25,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,50,40,5,0.1,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,50,40,5,0.15,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,50,40,5,0.2,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,50,40,5,0.25,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,50,40,7,0.1,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,50,40,7,0.15,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,50,40,7,0.2,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,50,40,7,0.25,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,50,40,10,0.1,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,50,40,10,0.15,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,50,40,10,0.2,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,50,40,10,0.25,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,50,50,5,0.1,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,50,50,5,0.15,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,50,50,5,0.2,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,50,50,5,0.25,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,50,50,7,0.1,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,50,50,7,0.15,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,50,50,7,0.2,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,50,50,7,0.25,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,50,50,10,0.1,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,50,50,10,0.15,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,50,50,10,0.2,0.72,0.76,0.84,0.758
0.7,0.30000000000000004,50,50,10,0.25,0.72,0.76,0.84,0.758
0.5,0.5,40,20,5,0.1,0.7,0.76,0.82,0.7440000000000001
0.5,0.5,40,20,5,0.15,0.7,0.76,0.82,0.7440000000000001
0.5,0.5,40,20,5,0.2,0.7,0.76,0.82,0.7440000000000001
0.5,0.5,40,20,5,0.25,0.7,0.76,0.82,0.7440000000000001
0.5,0.5,40,20,7,0.1,0.7,0.76,0.82,0.7440000000000001
0.5,0.5,40,20,7,0.15,0.7,0.76,0.82,0.7440000000000001
0.5,0.5,40,20,7,0.2,0.7,0.76,0.82,0.7440000000000001
0.5,0.5,40,20,7,0.25,0.7,0.76,0.82,0.7440000000000001
0.5,0.5,40,20,10,0.1,0.7,0.76,0.82,0.7440000000000001
0.5,0.5,40,20,10,0.15,0.7,0.76,0.82,0.7440000000000001
0.5,0.5,40,20,10,0.2,0.7,0.76,0.82,0.7440000000000001
0.5,0.5,40,20,10,0.25,0.7,0.76,0.82,0.7440000000000001
0.5,0.5,50,20,5,0.1,0.7,0.76,0.82,0.7440000000000001
0.5,0.5,50,20,5,0.15,0.7,0.76,0.82,0.7440000000000001
0.5,0.5,50,20,5,0.2,0.7,0.76,0.82,0.7440000000000001
0.5,0.5,50,20,5,0.25,0.7,0.76,0.82,0.7440000000000001
0.5,0.5,50,20,7,0.1,0.7,0.76,0.82,0.7440000000000001
0.5,0.5,50,20,7,0.15,0.7,0.76,0.82,0.7440000000000001
0.5,0.5,50,20,7,0.2,0.7,0.76,0.82,0.7440000000000001
0.5,0.5,50,20,7,0.25,0.7,0.76,0.82,0.7440000000000001
0.5,0.5,50,20,10,0.1,0.7,0.76,0.82,0.7440000000000001
0.5,0.5,50,20,10,0.15,0.7,0.76,0.82,0.7440000000000001
0.5,0.5,50,20,10,0.2,0.7,0.76,0.82,0.7440000000000001
0.5,0.5,50,20,10,0.25,0.7,0.76,0.82,0.7440000000000001
0.55,0.44999999999999996,40,20,5,0.1,0.7,0.76,0.82,0.7440000000000001
0.55,0.44999999999999996,40,20,5,0.15,0.7,0.76,0.82,0.7440000000000001
0.55,0.44999999999999996,40,20,5,0.2,0.7,0.76,0.82,0.7440000000000001
0.55,0.44999999999999996,40,20,5,0.25,0.7,0.76,0.82,0.7440000000000001
0.55,0.44999999999999996,40,20,7,0.1,0.7,0.76,0.82,0.7440000000000001
0.55,0.44999999999999996,40,20,7,0.15,0.7,0.76,0.82,0.7440000000000001
0.55,0.44999999999999996,40,20,7,0.2,0.7,0.76,0.82,0.7440000000000001
0.55,0.44999999999999996,40,20,7,0.25,0.7,0.76,0.82,0.7440000000000001
0.55,0.44999999999999996,40,20,10,0.1,0.7,0.76,0.82,0.7440000000000001
0.55,0.44999999999999996,40,20,10,0.15,0.7,0.76,0.82,0.7440000000000001
0.55,0.44999999999999996,40,20,10,0.2,0.7,0.76,0.82,0.7440000000000001
0.55,0.44999999999999996,40,20,10,0.25,0.7,0.76,0.82,0.7440000000000001
0.55,0.44999999999999996,50,20,5,0.1,0.7,0.76,0.82,0.7440000000000001
0.55,0.44999999999999996,50,20,5,0.15,0.7,0.76,0.82,0.7440000000000001
0.55,0.44999999999999996,50,20,5,0.2,0.7,0.76,0.82,0.7440000000000001
0.55,0.44999999999999996,50,20,5,0.25,0.7,0.76,0.82,0.7440000000000001
0.55,0.44999999999999996,50,20,7,0.1,0.7,0.76,0.82,0.7440000000000001
0.55,0.44999999999999996,50,20,7,0.15,0.7,0.76,0.82,0.7440000000000001
0.55,0.44999999999999996,50,20,7,0.2,0.7,0.76,0.82,0.7440000000000001
0.55,0.44999999999999996,50,20,7,0.25,0.7,0.76,0.82,0.7440000000000001
0.55,0.44999999999999996,50,20,10,0.1,0.7,0.76,0.82,0.7440000000000001
0.55,0.44999999999999996,50,20,10,0.15,0.7,0.76,0.82,0.7440000000000001
0.55,0.44999999999999996,50,20,10,0.2,0.7,0.76,0.82,0.7440000000000001
0.55,0.44999999999999996,50,20,10,0.25,0.7,0.76,0.82,0.7440000000000001
0.6,0.4,40,20,5,0.1,0.7,0.76,0.82,0.7440000000000001
0.6,0.4,40,20,5,0.15,0.7,0.76,0.82,0.7440000000000001
0.6,0.4,40,20,5,0.2,0.7,0.76,0.82,0.7440000000000001
0.6,0.4,40,20,5,0.25,0.7,0.76,0.82,0.7440000000000001
0.6,0.4,40,20,7,0.1,0.7,0.76,0.82,0.7440000000000001
0.6,0.4,40,20,7,0.15,0.7,0.76,0.82,0.7440000000000001
0.6,0.4,40,20,7,0.2,0.7,0.76,0.82,0.7440000000000001
0.6,0.4,40,20,7,0.25,0.7,0.76,0.82,0.7440000000000001
0.6,0.4,40,20,10,0.1,0.7,0.76,0.82,0.7440000000000001
0.6,0.4,40,20,10,0.15,0.7,0.76,0.82,0.7440000000000001
0.6,0.4,40,20,10,0.2,0.7,0.76,0.82,0.7440000000000001
0.6,0.4,40,20,10,0.25,0.7,0.76,0.82,0.7440000000000001
0.6,0.4,50,20,5,0.1,0.7,0.76,0.82,0.7440000000000001
0.6,0.4,50,20,5,0.15,0.7,0.76,0.82,0.7440000000000001
0.6,0.4,50,20,5,0.2,0.7,0.76,0.82,0.7440000000000001
0.6,0.4,50,20,5,0.25,0.7,0.76,0.82,0.7440000000000001
0.6,0.4,50,20,7,0.1,0.7,0.76,0.82,0.7440000000000001
0.6,0.4,50,20,7,0.15,0.7,0.76,0.82,0.7440000000000001
0.6,0.4,50,20,7,0.2,0.7,0.76,0.82,0.7440000000000001
0.6,0.4,50,20,7,0.25,0.7,0.76,0.82,0.7440000000000001
0.6,0.4,50,20,10,0.1,0.7,0.76,0.82,0.7440000000000001
0.6,0.4,50,20,10,0.15,0.7,0.76,0.82,0.7440000000000001
0.6,0.4,50,20,10,0.2,0.7,0.76,0.82,0.7440000000000001
0.6,0.4,50,20,10,0.25,0.7,0.76,0.82,0.7440000000000001
0.65,0.35,40,20,5,0.1,0.7,0.76,0.82,0.7440000000000001
0.65,0.35,40,20,5,0.15,0.7,0.76,0.82,0.7440000000000001
0.65,0.35,40,20,5,0.2,0.7,0.76,0.82,0.7440000000000001
0.65,0.35,40,20,5,0.25,0.7,0.76,0.82,0.7440000000000001
0.65,0.35,40,20,7,0.1,0.7,0.76,0.82,0.7440000000000001
0.65,0.35,40,20,7,0.15,0.7,0.76,0.82,0.7440000000000001
0.65,0.35,40,20,7,0.2,0.7,0.76,0.82,0.7440000000000001
0.65,0.35,40,20,7,0.25,0.7,0.76,0.82,0.7440000000000001
0.65,0.35,40,20,10,0.1,0.7,0.76,0.82,0.7440000000000001
0.65,0.35,40,20,10,0.15,0.7,0.76,0.82,0.7440000000000001
0.65,0.35,40,20,10,0.2,0.7,0.76,0.82,0.7440000000000001
0.65,0.35,40,20,10,0.25,0.7,0.76,0.82,0.7440000000000001
0.65,0.35,50,20,5,0.1,0.7,0.76,0.82,0.7440000000000001
0.65,0.35,50,20,5,0.15,0.7,0.76,0.82,0.7440000000000001
0.65,0.35,50,20,5,0.2,0.7,0.76,0.82,0.7440000000000001
0.65,0.35,50,20,5,0.25,0.7,0.76,0.82,0.7440000000000001
0.65,0.35,50,20,7,0.1,0.7,0.76,0.82,0.7440000000000001
0.65,0.35,50,20,7,0.15,0.7,0.76,0.82,0.7440000000000001
0.65,0.35,50,20,7,0.2,0.7,0.76,0.82,0.7440000000000001
0.65,0.35,50,20,7,0.25,0.7,0.76,0.82,0.7440000000000001
0.65,0.35,50,20,10,0.1,0.7,0.76,0.82,0.7440000000000001
0.65,0.35,50,20,10,0.15,0.7,0.76,0.82,0.7440000000000001
0.65,0.35,50,20,10,0.2,0.7,0.76,0.82,0.7440000000000001
0.65,0.35,50,20,10,0.25,0.7,0.76,0.82,0.7440000000000001
0.7,0.30000000000000004,40,20,5,0.1,0.7,0.76,0.82,0.7440000000000001
0.7,0.30000000000000004,40,20,5,0.15,0.7,0.76,0.82,0.7440000000000001
0.7,0.30000000000000004,40,20,5,0.2,0.7,0.76,0.82,0.7440000000000001
0.7,0.30000000000000004,40,20,5,0.25,0.7,0.76,0.82,0.7440000000000001
0.7,0.30000000000000004,40,20,7,0.1,0.7,0.76,0.82,0.7440000000000001
0.7,0.30000000000000004,40,20,7,0.15,0.7,0.76,0.82,0.7440000000000001
0.7,0.30000000000000004,40,20,7,0.2,0.7,0.76,0.82,0.7440000000000001
0.7,0.30000000000000004,40,20,7,0.25,0.7,0.76,0.82,0.7440000000000001
0.7,0.30000000000000004,40,20,10,0.1,0.7,0.76,0.82,0.7440000000000001
0.7,0.30000000000000004,40,20,10,0.15,0.7,0.76,0.82,0.7440000000000001
0.7,0.30000000000000004,40,20,10,0.2,0.7,0.76,0.82,0.7440000000000001
0.7,0.30000000000000004,40,20,10,0.25,0.7,0.76,0.82,0.7440000000000001
0.7,0.30000000000000004,50,20,5,0.1,0.7,0.76,0.82,0.7440000000000001
0.7,0.30000000000000004,50,20,5,0.15,0.7,0.76,0.82,0.7440000000000001
0.7,0.30000000000000004,50,20,5,0.2,0.7,0.76,0.82,0.7440000000000001
0.7,0.30000000000000004,50,20,5,0.25,0.7,0.76,0.82,0.7440000000000001
0.7,0.30000000000000004,50,20,7,0.1,0.7,0.76,0.82,0.7440000000000001
0.7,0.30000000000000004,50,20,7,0.15,0.7,0.76,0.82,0.7440000000000001
0.7,0.30000000000000004,50,20,7,0.2,0.7,0.76,0.82,0.7440000000000001
0.7,0.30000000000000004,50,20,7,0.25,0.7,0.76,0.82,0.7440000000000001
0.7,0.30000000000000004,50,20,10,0.1,0.7,0.76,0.82,0.7440000000000001
0.7,0.30000000000000004,50,20,10,0.15,0.7,0.76,0.82,0.7440000000000001
0.7,0.30000000000000004,50,20,10,0.2,0.7,0.76,0.82,0.7440000000000001
0.7,0.30000000000000004,50,20,10,0.25,0.7,0.76,0.82,0.7440000000000001
